Location,Code,Platinum,Gold,Silver,Bronze
Bolivia-Santa Cruz-Rural,59139309,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913931,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913932,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,59139330,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,59139331,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,59139332,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,59139333,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,59139334,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913934,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913935,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913936,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913937,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913940,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913942,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913944,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913946,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913947,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,5913948,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,591395,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,591396,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,591397,0.1768,0.1768,0.1061,0.1034
Bolivia-Santa Cruz-Rural,591398,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912513,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591251995,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591251996,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591251997,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591251998,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591251999,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59125290,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59125302,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59125315,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59125316,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59125317,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59125318,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59125319,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912532,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912533,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912534,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912535,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912536,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912537,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912538,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912539,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912542,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912543,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912544,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912545,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912546,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912552,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912553,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912554,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912555,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912556,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912557,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912558,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912582,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912583,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912585,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912586,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912591,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912595,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912596,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912597,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126132,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126133,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126134,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126135,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126136,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126137,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126138,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126139,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126192,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126198,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126199,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126214,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126215,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126216,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126217,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126218,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126219,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126302,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126315,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126316,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126317,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126318,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126319,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126320,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126321,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126331,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59126340,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912635,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912636,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912637,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912638,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912639,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912692,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912693,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912694,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912696,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912697,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912820,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912821,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128232,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128233,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128234,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912824,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128257,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128350,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912839,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912862,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128702,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128710,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128711,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128712,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128713,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128714,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128720,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128721,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128731,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59128740,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912875,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912878,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5912879,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913410,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134155,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134156,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134157,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134158,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134159,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134160,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134225,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134226,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134227,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134228,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134229,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913465,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134702,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134715,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134716,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134717,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134718,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59134719,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913472,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913473,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913474,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913475,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913476,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913477,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913478,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913479,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913482,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913483,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913484,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913485,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59136477,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913825,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913826,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913830,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138315,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138316,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138317,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138318,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138319,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913832,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913833,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913834,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913835,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138397,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138398,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138399,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591384290,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591384293,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591384294,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591384295,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591384299,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138430,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138431,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913851,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138522,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138523,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138524,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138525,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59138526,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913854,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913855,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913856,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913857,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913886,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913887,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913891,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913892,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913895,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5913896,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139522,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139523,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139524,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139542,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139546,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139722,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139742,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139762,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139763,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139782,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139783,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59139792,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146131,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146132,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146133,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146134,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146135,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146136,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146137,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146138,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146139,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146193,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146194,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146195,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914628,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914629,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914630,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146315,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146316,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146317,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146318,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146319,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914632,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914633,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914634,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914635,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914639,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914647,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914649,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146502,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146515,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146516,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146517,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146518,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146519,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914652,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914653,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914654,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914655,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914659,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914672,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914677,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,591468,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146930,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146931,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146932,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146933,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146934,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146935,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146936,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146937,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146938,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146939,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146961,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146962,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146963,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146964,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146965,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146966,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146967,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146968,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,59146969,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914697,0.1768,0.1768,0.1061,0.1034
Bolivia-Rural,5914699,0.1768,0.1768,0.1061,0.1034
Bosnia and Herzegovina,387,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina Cellular,3876,0.3014,0.3012,0.3012,0.3012
Bosnia and Herzegovina Cellular-BH,3876031,0.2487,0.2386,0.2386,0.2309
Bosnia and Herzegovina Cellular-BH,3876032,0.2487,0.2386,0.2386,0.2309
Bosnia and Herzegovina Cellular-BH,3876033,0.2487,0.2386,0.2386,0.2309
Bosnia and Herzegovina Cellular-BH,3876034,0.2487,0.2386,0.2386,0.2309
Bosnia and Herzegovina Cellular-BH,3876038,0.2487,0.2386,0.2386,0.2309
Bosnia and Herzegovina Cellular-BH,3876039,0.2487,0.2386,0.2386,0.2309
Bosnia and Herzegovina Cellular-BH,38761,0.2487,0.2386,0.2386,0.2309
Bosnia and Herzegovina Cellular-BH,38762,0.2487,0.2386,0.2386,0.2309
Bosnia and Herzegovina Cellular-Eronet,38763,0.3054,0.3002,0.3002,0.2949
Bosnia and Herzegovina Cellular-Eronet,38764,0.3054,0.3002,0.3002,0.2949
Bosnia and Herzegovina Cellular-Mtel,38765,0.3033,0.296,0.296,0.2372
Bosnia and Herzegovina Cellular-Mtel,38766,0.3033,0.296,0.296,0.2372
Bosnia and Herzegovina Cellular-Mtel,38767,0.3033,0.296,0.296,0.2372
Bosnia and Herzegovina-Alternative Fixed Networks,38730331,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38730332,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38730333,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38730334,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38730911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38730912,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38730921,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38730931,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38730941,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38730951,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,3873283,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38732911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38732921,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38732931,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38732941,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,3873383,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733840,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733881,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733921,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733922,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733923,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733924,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733931,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733941,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733942,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733943,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733944,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,3873395,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733961,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733971,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733972,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733973,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733974,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733975,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733976,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733977,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38733991,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38735411,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38735911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38735921,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38735931,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38735941,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38735942,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38735951,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38735961,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,3873683,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38736911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38736921,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38736931,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38737911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38737921,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38737931,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38737941,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38737961,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38738911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38738941,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38739911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38749401,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38749411,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38749911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38750911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38750921,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751921,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751922,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751923,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751924,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751925,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751926,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751927,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751931,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751941,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751951,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38751961,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38752911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38752912,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38752921,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38752941,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38752961,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38753511,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38753911,0.0996,0.0996,0.0996,0.0996
Bosnia and Herzegovina-Alternative Fixed Networks,38753921,0.0996,0.0996,0.0996,0.0996
