Location,Code,Platinum,Gold,Silver,Bronze
Afghanistan,93,0.1731,0.1704,0.1704,0.1677
Afghanistan Cellular-AT,9375,0.1848,0.1842,0.1763,0.1523
Afghanistan Cellular-AWCC,9370,0.1773,0.1381,0.1381,0.1281
Afghanistan Cellular-Areeba,9377,0.1949,0.1386,0.1176,0.0971
Afghanistan Cellular-Etisalat,9378,0.1688,0.1683,0.1082,0.0987
Afghanistan Cellular-Others,937,0.1917,0.1848,0.126,0.1208
Afghanistan Cellular-Roshan,9372,0.1864,0.1651,0.1365,0.1234
Afghanistan Cellular-Roshan,9379,0.1864,0.1651,0.1365,0.1234
Albania,355,0.1101,0.1059,0.1059,0.1028
Albania Cellular-AMC,35568,0.3233,0.2687,0.2687,0.2022
Albania Cellular-Eagle,35567,0.3065,0.2855,0.2855,0.2193
Albania Cellular-Plus,35566,0.2981,0.2865,0.2865,0.2309
Albania Cellular-Vodafone,35569,0.2855,0.165,0.165,0.1607
Albania-AMC,35521160,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35521161,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35521250,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35521340,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35521440,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3552155,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35521650,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35521651,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35521740,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35521741,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3552185,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35521940,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3552253,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35522530,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3552254,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35522540,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3552440,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35524401,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35524402,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35524403,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35524404,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35524405,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35524406,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35524407,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35524408,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35524409,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526160,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526250,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526293,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526323,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526350,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526363,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526373,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526383,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526450,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526490,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526523,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526563,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526650,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526673,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526723,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526770,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526840,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526890,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526950,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526970,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35526990,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527023,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527043,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527053,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527070,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527140,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527190,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527223,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527253,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527270,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527323,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527350,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527370,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527390,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527440,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527470,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527490,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527523,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527550,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527570,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527590,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527623,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527660,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527693,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527723,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527760,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527790,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527840,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527860,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527880,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527923,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527950,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527970,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35527990,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528123,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528124,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528143,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528144,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528190,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528223,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528250,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528290,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528323,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528350,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528390,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528450,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528523,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528570,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528623,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528643,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528680,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528763,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528790,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528823,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528850,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528870,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528890,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528950,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528970,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35528990,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529140,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529190,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529240,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529280,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529340,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529370,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529390,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529423,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529460,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529490,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529523,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529550,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529570,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529590,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529623,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529650,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529680,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529723,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529750,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529763,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35529780,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35531150,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35531151,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35531250,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35531350,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35531351,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3553270,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3553350,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3553351,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3553490,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3553491,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3553560,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536023,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536043,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536063,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536073,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536090,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536150,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536240,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536290,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536340,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536380,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536440,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536480,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536540,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536580,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536640,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536670,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536740,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536770,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536840,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536890,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536923,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35536993,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537140,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537141,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537223,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537263,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537283,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537293,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537340,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537370,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537393,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537450,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537490,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537494,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537523,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537563,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537590,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537623,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537680,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537740,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537773,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537790,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537823,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537843,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537853,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537870,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35537890,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538150,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538151,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538152,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538240,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538241,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538350,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538423,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538470,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538523,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538593,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538623,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538650,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538680,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538693,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538725,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538790,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538850,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538923,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538940,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35538980,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539150,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539151,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539240,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539241,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539360,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539361,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539450,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539560,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539640,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539690,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539740,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539790,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539823,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539850,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35539880,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35546300,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35546310,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35546320,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35546330,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35547210,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35547425,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35547550,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35547700,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35547870,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35547950,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35548270,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35548271,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35548272,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35548570,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35548660,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35548750,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35548855,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35548935,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35548936,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35549250,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35549440,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35549560,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35549730,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35549830,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35549930,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3555114,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35551240,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35551241,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35551360,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35551361,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35551460,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35551461,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3555263,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3555264,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3555370,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3555490,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3555491,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3555540,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35556150,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35556240,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35556293,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35556340,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35556445,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35556465,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35556550,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35556583,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557043,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557070,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557094,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557180,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557260,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557390,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557463,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557464,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557543,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557544,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557584,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557643,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557644,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557683,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557770,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557771,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557843,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557865,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557943,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557963,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35557993,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558023,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558073,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558150,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558151,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558250,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558323,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558373,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558424,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558460,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558484,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558494,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558540,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558564,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558580,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558594,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558624,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558670,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558693,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558724,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558764,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558790,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558824,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558842,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558852,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558882,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558924,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558953,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35558983,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559150,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559240,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559324,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559360,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559394,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559424,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559462,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559492,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559540,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559572,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559622,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559664,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559674,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559684,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559694,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559722,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559754,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559770,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35559794,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35572780,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35581140,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35581141,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35581240,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35581241,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35581340,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35581341,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35581450,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35581451,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35581540,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3558290,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3558291,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3558340,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3558460,0.1746,0.1746,0.1746,0.1746
Albania-AMC,3558550,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586022,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586070,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586082,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586150,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586260,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586344,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586372,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586424,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586462,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586472,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586494,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586524,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586572,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586582,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586622,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586672,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586750,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586796,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586850,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586892,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586922,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35586972,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587150,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587151,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587174,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587184,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587194,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587224,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587270,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587294,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587322,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587392,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587442,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587482,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587540,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587622,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587652,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587672,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587692,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587722,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587760,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35587790,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588140,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588194,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588222,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588262,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588274,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588294,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588324,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588364,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588372,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588392,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588440,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588480,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588540,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588590,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588640,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588682,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588692,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588722,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588750,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588770,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35588790,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589140,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589164,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589192,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589224,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589280,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589324,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589422,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589480,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589524,0.1746,0.1746,0.1746,0.1746
Albania-AMC,35589562,0.1746,0.1746,0.1746,0.1746
