917101,"India Cellular",,0.0143
917107,"India Cellular",,0.0143
917108,"India Cellular",,0.0143
917110,"India Cellular",,0.0143
917111,"India Cellular",,0.0143
917117,"India Cellular",,0.0143
917119,"India Cellular",,0.0143
917130,"India Cellular",,0.0143
917140,"India Cellular",,0.0143
917159,"India Cellular",,0.0143
917163,"India Cellular",,0.0143
917190,"India Cellular",,0.0143
917191,"India Cellular",,0.0143
917192,"India Cellular",,0.0143
917193,"India Cellular",,0.0143
917194,"India Cellular",,0.0143
917195,"India Cellular",,0.0143
917200,"India Cellular",,0.0143
917204,"India Cellular",,0.0143
917205,"India Cellular",,0.0143
917206,"India Cellular",,0.0143
917207,"India Cellular",,0.0143
917208,"India Cellular",,0.0143
917209,"India Cellular",,0.0143
917250,"India Cellular",,0.0143
917259,"India Cellular",,0.0143
917275,"India Cellular",,0.0143
917276,"India Cellular",,0.0143
917277,"India Cellular",,0.0143
917278,"India Cellular",,0.0143
917293,"India Cellular",,0.0143
917298,"India Cellular",,0.0143
917299,"India Cellular",,0.0143
917301,"India Cellular",,0.0143
917302,"India Cellular",,0.0143
917303,"India Cellular",,0.0143
917304,"India Cellular",,0.0143
917305,"India Cellular",,0.0143
917306,"India Cellular",,0.0143
917307,"India Cellular",,0.0143
917308,"India Cellular",,0.0143
917309,"India Cellular",,0.0143
91735,"India Cellular",,0.0143
917373,"India Cellular",,0.0143
917377,"India Cellular",,0.0143
917378,"India Cellular",,0.0143
917379,"India Cellular",,0.0143
917381,"India Cellular",,0.0143
917383,"India Cellular",,0.0143
917384,"India Cellular",,0.0143
917385,"India Cellular",,0.0143
917386,"India Cellular",,0.0143
917387,"India Cellular",,0.0143
917388,"India Cellular",,0.0143
917389,"India Cellular",,0.0143
917396,"India Cellular",,0.0143
917398,"India Cellular",,0.0143
917399,"India Cellular",,0.0143
917401,"India Cellular",,0.0143
917402,"India Cellular",,0.0143
917403,"India Cellular",,0.0143
917404,"India Cellular",,0.0143
917405,"India Cellular",,0.0143
917406,"India Cellular",,0.0143
917407,"India Cellular",,0.0143
917408,"India Cellular",,0.0143
917409,"India Cellular",,0.0143
917411,"India Cellular",,0.0143
917415,"India Cellular",,0.0143
917416,"India Cellular",,0.0143
917417,"India Cellular",,0.0143
917418,"India Cellular",,0.0143
917419,"India Cellular",,0.0143
917428,"India Cellular",,0.0143
917429,"India Cellular",,0.0143
917439,"India Cellular",,0.0143
917483,"India Cellular",,0.0143
917488,"India Cellular",,0.0143
917489,"India Cellular",,0.0143
917498,"India Cellular",,0.0143
917499,"India Cellular",,0.0143
91750,"India Cellular",,0.0143
917520,"India Cellular",,0.0143
917549,"India Cellular",,0.0143
917566,"India Cellular",,0.0143
917567,"India Cellular",,0.0143
917568,"India Cellular",,0.0143
917569,"India Cellular",,0.0143
917600,"India Cellular",,0.0143
917602,"India Cellular",,0.0143
917607,"India Cellular",,0.0143
917620,"India Cellular",,0.0143
917631,"India Cellular",,0.0143
917639,"India Cellular",,0.0143
917654,"India Cellular",,0.0143
917665,"India Cellular",,0.0143
917666,"India Cellular",,0.0143
917667,"India Cellular",,0.0143
917668,"India Cellular",,0.0143
917669,"India Cellular",,0.0143
917676,"India Cellular",,0.0143
917677,"India Cellular",,0.0143
917679,"India Cellular",,0.0143
917696,"India Cellular",,0.0143
917697,"India Cellular",,0.0143
917698,"India Cellular",,0.0143
917699,"India Cellular",,0.0143
917702,"India Cellular",,0.0143
917708,"India Cellular",,0.0143
917709,"India Cellular",,0.0143
917735,"India Cellular",,0.0143
917736,"India Cellular",,0.0143
917737,"India Cellular",,0.0143
917738,"India Cellular",,0.0143
917739,"India Cellular",,0.0143
917742,"India Cellular",,0.0143
917760,"India Cellular",,0.0143
9177639,"India Cellular",,0.0143
9177640,"India Cellular",,0.0143
9177648,"India Cellular",,0.0143
9177649,"India Cellular",,0.0143
9177650,"India Cellular",,0.0143
9177658,"India Cellular",,0.0143
9177659,"India Cellular",,0.0143
9177660,"India Cellular",,0.0143
9177668,"India Cellular",,0.0143
9177669,"India Cellular",,0.0143
9177670,"India Cellular",,0.0143
9177678,"India Cellular",,0.0143
9177679,"India Cellular",,0.0143
9177680,"India Cellular",,0.0143
9177688,"India Cellular",,0.0143
9177689,"India Cellular",,0.0143
9177690,"India Cellular",,0.0143
9177698,"India Cellular",,0.0143
9177699,"India Cellular",,0.0143
9177700,"India Cellular",,0.0143
9177708,"India Cellular",,0.0143
9177709,"India Cellular",,0.0143
9177710,"India Cellular",,0.0143
9177718,"India Cellular",,0.0143
9177719,"India Cellular",,0.0143
9177720,"India Cellular",,0.0143
9177728,"India Cellular",,0.0143
9177729,"India Cellular",,0.0143
